sample_id,split,stage,point,local_x,local_y,local_z,observed_x,observed_y,observed_z,target_x,target_y,target_z,final_target_x,final_target_y,final_target_z
train_00000,train,3,A2,0.0,-199.0241844506815,167.00111976792584,-899.984329406114,-199.0744886871526,167.06895010026892,-900.0,-199.0241844506815,167.00111976792584,-900.0,-199.0241844506815,167.00111976792584
train_00000,train,3,A3,-150.0,-34.45724202946934,-195.41673027589673,-1049.93515741005,-34.464008789160225,-195.41595776973395,-1050.0,-34.45724202946934,-195.41673027589673,-1050.0,-34.45724202946934,-195.41673027589673
train_00000,train,3,B1,-300.0,281.9077862357725,102.60604299770061,-299.9427850498723,281.8806224408009,102.57894572934688,-300.0,281.9077862357725,102.60604299770061,-300.0,281.9077862357725,102.60604299770061
train_00000,train,3,B2,0.0,-229.81333293569338,192.83628290596184,0.03125807309889492,-229.88411597800612,192.86665657544253,0.0,-229.81333293569338,192.83628290596184,0.0,-229.81333293569338,192.83628290596184
train_00000,train,3,B3,300.0,-52.0944533000791,-295.4423259036624,300.00243328197934,-52.12749669864792,-295.39340996906134,300.0,-52.0944533000791,-295.4423259036624,300.0,-52.0944533000791,-295.4423259036624
train_00000,train,3,C1,-150.0,281.9077862357725,102.60604299770061,750.0154796826274,281.8082877175349,102.43793725945142,750.0,281.9077862357725,102.60604299770061,750.0,281.9077862357725,102.60604299770061
train_00000,train,3,C2,0.0,-229.81333293569338,192.83628290596184,900.049599611433,-229.8519600623693,192.70431533045684,900.0,-229.81333293569338,192.83628290596184,900.0,-229.81333293569338,192.83628290596184
train_00000,train,3,C3,150.0,-52.0944533000791,-295.4423259036624,1049.9173282685495,-52.2166917945684,-295.5917915911025,1050.0,-52.0944533000791,-295.4423259036624,1050.0,-52.0944533000791,-295.4423259036624
train_00000,train,4,A1,150.0,272.9560403143369,99.34787393758417,-749.9785468297166,272.8959241473798,99.31917544475671,-750.0,272.9560403143369,99.34787393758417,-750.0,272.9560403143369,99.34787393758417
train_00000,train,4,A2,0.0,-199.0241844506815,167.00111976792584,-899.9389167988867,-199.05982852810922,166.97829736950789,-900.0,-199.0241844506815,167.00111976792584,-900.0,-199.0241844506815,167.00111976792584
train_00000,train,4,A3,-150.0,-34.45724202946934,-195.41673027589673,-1049.9325443246253,-34.4968756278522,-195.4463427046325,-1050.0,-34.45724202946934,-195.41673027589673,-1050.0,-34.45724202946934,-195.41673027589673
train_00000,train,4,B1,-300.0,281.9077862357725,102.60604299770061,-299.9961725348116,281.87095439636784,102.60814626916907,-300.0,281.9077862357725,102.60604299770061,-300.0,281.9077862357725,102.60604299770061
train_00000,train,4,B2,0.0,-229.81333293569338,192.83628290596184,0.07029889693773954,-229.8149410167997,192.8579971571118,0.0,-229.81333293569338,192.83628290596184,0.0,-229.81333293569338,192.83628290596184
train_00000,train,4,B3,300.0,-52.0944533000791,-295.4423259036624,300.0404702523719,-52.15354560677551,-295.40648675837593,300.0,-52.0944533000791,-295.4423259036624,300.0,-52.0944533000791,-295.4423259036624
train_00000,train,4,C1,-150.0,281.9077862357725,102.60604299770061,750.0190203424982,281.9351213321755,102.51892988204827,750.0,281.9077862357725,102.60604299770061,750.0,281.9077862357725,102.60604299770061
train_00000,train,4,C2,0.0,-229.81333293569338,192.83628290596184,900.0212937862617,-229.72009412124103,192.7921186773472,900.0,-229.81333293569338,192.83628290596184,900.0,-229.81333293569338,192.83628290596184
train_00000,train,4,C3,150.0,-52.0944533000791,-295.4423259036624,1049.9979613541307,-52.07253531878682,-295.5121681871254,1050.0,-52.0944533000791,-295.4423259036624,1050.0,-52.0944533000791,-295.4423259036624
train_00001,train,0,A1,150.0,272.9560403143369,99.34787393758417,-1188.7023830215885,288.43373064532267,344.07902243055963,,,,-750.0,272.9560403143369,99.34787393758417
train_00001,train,0,A2,0.0,-199.0241844506815,167.00111976792584,-1351.1758131101017,-171.62559584928255,452.62627160563346,,,,-900.0,-199.0241844506815,167.00111976792584
train_00001,train,0,A3,-150.0,-34.45724202946934,-195.41673027589673,-1550.0772840192824,-7.983073639372834,114.18823672304661,,,,-1050.0,-34.45724202946934,-195.41673027589673
train_00001,train,0,B1,-300.0,281.9077862357725,102.60604299770061,-624.9167182086428,56.943355356928926,93.35886070645957,,,,-300.0,281.9077862357725,102.60604299770061
train_00001,train,0,B2,0.0,-229.81333293569338,192.83628290596184,-422.6413435795505,-496.38631899372496,207.0905888681316,,,,0.0,-229.81333293569338,192.83628290596184
train_00001,train,0,B3,300.0,-52.0944533000791,-295.4423259036624,23.006826108163892,-326.96518904332845,-157.2315153037761,,,,300.0,-52.0944533000791,-295.4423259036624
